name,sku,price,description,categories,catalogNumber
"3M Size Plate with 3 holes - Sparkle White","TM3131-1690",1669,"3M Size Plate with 3 holes in Sparkle White","Residential,Switches","TM313 .10"
"3M Size Plate with 6 holes - Sparkle White","TM3231-1691",1669,"3M Size Plate with 6 holes in Sparkle White","Building Materials,Electrical","TM323 .10"
"3M Size Plate with 2 holes + 2M Window - Sparkle White","TM1231-1692",1669,"3M Size Plate with 2 holes + 2M Window in Sparkle White","Industrial,Controls","TM123 .10"
"3M Size Plate with 1 holes + 2M Window - Sparkle White","TM1131-1693",1669,"3M Size Plate with 1 holes + 2M Window in Sparkle White","Industrial,Controls","TM113 .10"
"3M Size Plate with 3M Window - Sparkle White","TM3031-1694",1369,"3M Size Plate with 3M Window in Sparkle White","Home Automation,Switches","TM303 .10"
"4M Size Plate with 4 holes - Sparkle White","TM4141-1695",1891,"4M Size Plate with 4 holes in Sparkle White","Building Materials,Electrical","TM414 .10"
"4M Size Plate with 8 holes - Sparkle White","TM4241-1696",1891,"4M Size Plate with 8 holes in Sparkle White","Residential,Switches","TM424 .10"
"4M Size Plate with 2 holes + 2M Window - Sparkle White","TM2141-1697",1891,"4M Size Plate with 2 holes + 2M Window in Sparkle White","Building Materials,Electrical","TM214 .10"
"4M Size Plate with 4 holes + 2M Window - Sparkle White","TM2241-1698",1891,"4M Size Plate with 4 holes + 2M Window in Sparkle White","Home Automation,Switches","TM224 .10"
"4M Size Plate with 2 holes + 3M Window - Sparkle White","TM1241-1699",1891,"4M Size Plate with 2 holes + 3M Window in Sparkle White","Electrical,Switches","TM124 .10"
"4M Size Plate with 4M Window - Sparkle White","TM3041-1700",1537,"4M Size Plate with 4M Window in Sparkle White","Commercial,Electrical","TM304 .10"
"6M Size Plate with 6 holes - Sparkle White","TM6161-1701",2087,"6M Size Plate with 6 holes in Sparkle White","Commercial,Electrical","TM616 .10"
"6M Size Plate with 12 holes - Sparkle White","TM6261-1702",2087,"6M Size Plate with 12 holes in Sparkle White","Industrial,Controls","TM626 .10"
"6M Size Plate with 4 holes + 2M Window - Sparkle White","TM4161-1703",2087,"6M Size Plate with 4 holes + 2M Window in Sparkle White","Industrial,Controls","TM416 .10"
"6M Size Plate with 8 holes + 2M Window - Sparkle White","TM4261-1704",2087,"6M Size Plate with 8 holes + 2M Window in Sparkle White","Building Materials,Electrical","TM426 .10"
"6M Size Plate with 4 holes + 4M Window - Sparkle White","TM2261-1705",2087,"6M Size Plate with 4 holes + 4M Window in Sparkle White","Residential,Switches","TM226 .10"
"6M Size Plate with 2 holes + 2Mx2 window - Sparkle White","TM2161-1706",2087,"6M Size Plate with 2 holes + 2Mx2 window in Sparkle White","Commercial,Electrical","TM216 .10"
"6M Size Plate with 6 holes + 3M Window - Sparkle White","TM3261-1707",2087,"6M Size Plate with 6 holes + 3M Window in Sparkle White","Electrical,Components","TM326 .10"
"6M Size Plate with 6M Window - Sparkle White","TM3061-1708",1683,"6M Size Plate with 6M Window in Sparkle White","Industrial,Controls","TM306 .10"
"8M Size Plate with 8 holes - Sparkle White","TM8181-1709",2280,"8M Size Plate with 8 holes in Sparkle White","Industrial,Controls","TM818 .10"
"8M Size Plate with 16 holes - Sparkle White","TM8281-1710",2280,"8M Size Plate with 16 holes in Sparkle White","Home Automation,Switches","TM828 .10"
"8M Size Plate with 6 holes + 2M Window - Sparkle White","TM6181-1711",2280,"8M Size Plate with 6 holes + 2M Window in Sparkle White","Building Materials,Electrical","TM618 .10"
"8M Size Plate with 4 holes + 4M Window - Sparkle White","TM4181-1712",2280,"8M Size Plate with 4 holes + 4M Window in Sparkle White","Residential,Switches","TM418 .10"
"8M Size Plate with 8 holes + 4M Window - Sparkle White","TM4281-1713",2280,"8M Size Plate with 8 holes + 4M Window in Sparkle White","Electrical,Switches","TM428 .10"
"8M Size Plate with 4 holes + 6M Window - Sparkle White","TM2281-1714",2280,"8M Size Plate with 4 holes + 6M Window in Sparkle White","Electrical,Switches","TM228 .10"
"8M Size Plate with 5 holes + 3M Window - Sparkle White","TM5181-1715",2280,"8M Size Plate with 5 holes + 3M Window in Sparkle White","Industrial,Controls","TM518 .10"
"8M Size Plate with 10 holes + 3M Window - Sparkle White","TM5281-1716",2280,"8M Size Plate with 10 holes + 3M Window in Sparkle White","Electrical,Switches","TM528 .10"
"8M Size Plate with 12 holes + 2M Window - Sparkle White","TM6281-1717",2280,"8M Size Plate with 12 holes + 2M Window in Sparkle White","Commercial,Electrical","TM628 .10"
"8M Size Plate with 8M Window - Sparkle White","TM3081-1718",1824,"8M Size Plate with 8M Window in Sparkle White","Home Automation,Switches","TM308 .10"
"1M Size Plate with 1 hole - Terra Beige","TM1111-1719",1575,"1M Size Plate with 1 hole in Terra Beige","Commercial,Electrical","TM111 .11"
"1M Size Plate with 1M Window - Terra Beige","TM3011-1720",1271,"1M Size Plate with 1M Window in Terra Beige","Residential,Switches","TM301 .11"
"2M Size Plate with 2 holes - Terra Beige","TM2121-1721",1575,"2M Size Plate with 2 holes in Terra Beige","Electrical,Components","TM212 .11"
"2M Size Plate with 4 holes - Terra Beige","TM2221-1722",1575,"2M Size Plate with 4 holes in Terra Beige","Electrical,Switches","TM222 .11"
"2M Size Plate with 1 hole + 1M Window - Terra Beige","TM1121-1723",1575,"2M Size Plate with 1 hole + 1M Window in Terra Beige","Building Materials,Electrical","TM112 .11"
"2M Size Plate with 2 holes + 1M Window - Terra Beige","TM1221-1724",1575,"2M Size Plate with 2 holes + 1M Window in Terra Beige","Residential,Switches","TM122 .11"
"2M Size Plate with 2M Window - Terra Beige","TM3021-1725",1291,"2M Size Plate with 2M Window in Terra Beige","Home Automation,Switches","TM302 .11"
"3M Size Plate with 3 holes - Terra Beige","TM3131-1726",1669,"3M Size Plate with 3 holes in Terra Beige","Electrical,Components","TM313 .11"
"3M Size Plate with 6 holes - Terra Beige","TM3231-1727",1669,"3M Size Plate with 6 holes in Terra Beige","Home Automation,Switches","TM323 .11"
"3M Size Plate with 2 holes + 2M Window - Terra Beige","TM1231-1728",1669,"3M Size Plate with 2 holes + 2M Window in Terra Beige","Industrial,Controls","TM123 .11"
"3M Size Plate with 1 holes + 2M Window - Terra Beige","TM1131-1729",1669,"3M Size Plate with 1 holes + 2M Window in Terra Beige","Building Materials,Electrical","TM113 .11"
"3M Size Plate with 3M Window - Terra Beige","TM3031-1730",1369,"3M Size Plate with 3M Window in Terra Beige","Commercial,Electrical","TM303 .11"
"4M Size Plate with 4 holes - Terra Beige","TM4141-1731",1891,"4M Size Plate with 4 holes in Terra Beige","Electrical,Switches","TM414 .11"
"4M Size Plate with 8 holes - Terra Beige","TM4241-1732",1891,"4M Size Plate with 8 holes in Terra Beige","Building Materials,Electrical","TM424 .11"
"4M Size Plate with 2 holes + 2M Window - Terra Beige","TM2141-1733",1891,"4M Size Plate with 2 holes + 2M Window in Terra Beige","Building Materials,Electrical","TM214 .11"
"4M Size Plate with 4 holes + 2M Window - Terra Beige","TM2241-1734",1891,"4M Size Plate with 4 holes + 2M Window in Terra Beige","Electrical,Components","TM224 .11"
"4M Size Plate with 2 holes + 3M Window - Terra Beige","TM1241-1735",1891,"4M Size Plate with 2 holes + 3M Window in Terra Beige","Hardware,Switches","TM124 .11"
"4M Size Plate with 4M Window - Terra Beige","TM3041-1736",1537,"4M Size Plate with 4M Window in Terra Beige","Hardware,Switches","TM304 .11"
"6M Size Plate with 6 holes - Terra Beige","TM6161-1737",2087,"6M Size Plate with 6 holes in Terra Beige","Electrical,Switches","TM616 .11"
"6M Size Plate with 12 holes - Terra Beige","TM6261-1738",2087,"6M Size Plate with 12 holes in Terra Beige","Residential,Switches","TM626 .11"
"6M Size Plate with 4 holes + 2M Window - Terra Beige","TM4161-1739",2087,"6M Size Plate with 4 holes + 2M Window in Terra Beige","Residential,Switches","TM416 .11"
"6M Size Plate with 8 holes + 2M Window - Terra Beige","TM4261-1740",2087,"6M Size Plate with 8 holes + 2M Window in Terra Beige","Commercial,Electrical","TM426 .11"
"6M Size Plate with 4 holes + 4M Window - Terra Beige","TM2261-1741",2087,"6M Size Plate with 4 holes + 4M Window in Terra Beige","Electrical,Components","TM226 .11"
"6M Size Plate with 2 holes + 2Mx2 window - Terra Beige","TM2161-1742",2087,"6M Size Plate with 2 holes + 2Mx2 window in Terra Beige","Electrical,Switches","TM216 .11"
"6M Size Plate with 6 holes + 3M Window - Terra Beige","TM3261-1743",2087,"6M Size Plate with 6 holes + 3M Window in Terra Beige","Building Materials,Electrical","TM326 .11"
"6M Size Plate with 6M Window - Terra Beige","TM3061-1744",1683,"6M Size Plate with 6M Window in Terra Beige","Electrical,Switches","TM306 .11"
"8M Size Plate with 8 holes - Terra Beige","TM8181-1745",2280,"8M Size Plate with 8 holes in Terra Beige","Electrical,Components","TM818 .11"
"8M Size Plate with 16 holes - Terra Beige","TM8281-1746",2280,"8M Size Plate with 16 holes in Terra Beige","Home Automation,Switches","TM828 .11"
"8M Size Plate with 6 holes + 2M Window - Terra Beige","TM6181-1747",2280,"8M Size Plate with 6 holes + 2M Window in Terra Beige","Commercial,Electrical","TM618 .11"
"8M Size Plate with 4 holes + 4M Window - Terra Beige","TM4181-1748",2280,"8M Size Plate with 4 holes + 4M Window in Terra Beige","Commercial,Electrical","TM418 .11"
"8M Size Plate with 8 holes + 4M Window - Terra Beige","TM4281-1749",2280,"8M Size Plate with 8 holes + 4M Window in Terra Beige","Commercial,Electrical","TM428 .11"
"8M Size Plate with 4 holes + 6M Window - Terra Beige","TM2281-1750",2280,"8M Size Plate with 4 holes + 6M Window in Terra Beige","Electrical,Switches","TM228 .11"
"8M Size Plate with 5 holes + 3M Window - Terra Beige","TM5181-1751",2280,"8M Size Plate with 5 holes + 3M Window in Terra Beige","Electrical,Components","TM518 .11"
"8M Size Plate with 10 holes + 3M Window - Terra Beige","TM5281-1752",2280,"8M Size Plate with 10 holes + 3M Window in Terra Beige","Electrical,Components","TM528 .11"
"8M Size Plate with 12 holes + 2M Window - Terra Beige","TM6281-1753",2280,"8M Size Plate with 12 holes + 2M Window in Terra Beige","Industrial,Controls","TM628 .11"
"8M Size Plate with 8M Window - Terra Beige","TM3081-1754",1824,"8M Size Plate with 8M Window in Terra Beige","Building Materials,Electrical","TM308 .11"
"1M Size Plate with 1 hole - Salt White","TM1111-1755",1733,"1M Size Plate with 1 hole in Salt White","Industrial,Controls","TM111 .12"
"1M Size Plate with 1M Window - Salt White","TM3011-1756",1401,"1M Size Plate with 1M Window in Salt White","Industrial,Controls","TM301 .12"
"2M Size Plate with 2 holes - Salt White","TM2121-1757",1733,"2M Size Plate with 2 holes in Salt White","Building Materials,Electrical","TM212 .12"
"2M Size Plate with 4 holes - Salt White","TM2221-1758",1733,"2M Size Plate with 4 holes in Salt White","Home Automation,Switches","TM222 .12"
"2M Size Plate with 1 hole + 1M Window - Salt White","TM1121-1759",1733,"2M Size Plate with 1 hole + 1M Window in Salt White","Building Materials,Electrical","TM112 .12"
"2M Size Plate with 2 holes + 1M Window - Salt White","TM1221-1760",1733,"2M Size Plate with 2 holes + 1M Window in Salt White","Electrical,Components","TM122 .12"
"2M Size Plate with 2M Window - Salt White","TM3021-1761",1421,"2M Size Plate with 2M Window in Salt White","Building Materials,Electrical","TM302 .12"
"3M Size Plate with 3 holes - Salt White","TM3131-1762",1837,"3M Size Plate with 3 holes in Salt White","Residential,Switches","TM313 .12"
"3M Size Plate with 6 holes - Salt White","TM3231-1763",1837,"3M Size Plate with 6 holes in Salt White","Residential,Switches","TM323 .12"
"3M Size Plate with 2 holes + 2M Window - Salt White","TM1231-1764",1837,"3M Size Plate with 2 holes + 2M Window in Salt White","Industrial,Controls","TM123 .12"
"3M Size Plate with 1 holes + 2M Window - Salt White","TM1131-1765",1837,"3M Size Plate with 1 holes + 2M Window in Salt White","Electrical,Switches","TM113 .12"
"3M Size Plate with 3M Window - Salt White","TM3031-1766",1505,"3M Size Plate with 3M Window in Salt White","Electrical,Components","TM303 .12"
"4M Size Plate with 4 holes - Salt White","TM4141-1767",2079,"4M Size Plate with 4 holes in Salt White","Electrical,Switches","TM414 .12"
"4M Size Plate with 8 holes - Salt White","TM4241-1768",2079,"4M Size Plate with 8 holes in Salt White","Commercial,Electrical","TM424 .12"
"4M Size Plate with 2 holes + 2M Window - Salt White","TM2141-1769",2079,"4M Size Plate with 2 holes + 2M Window in Salt White","Residential,Switches","TM214 .12"
"4M Size Plate with 4 holes + 2M Window - Salt White","TM2241-1770",2079,"4M Size Plate with 4 holes + 2M Window in Salt White","Industrial,Controls","TM224 .12"
"4M Size Plate with 2 holes + 3M Window - Salt White","TM1241-1771",2079,"4M Size Plate with 2 holes + 3M Window in Salt White","Home Automation,Switches","TM124 .12"
"4M Size Plate with 4M Window - Salt White","TM3041-1772",1691,"4M Size Plate with 4M Window in Salt White","Commercial,Electrical","TM304 .12"
"6M Size Plate with 6 holes - Salt White","TM6161-1773",2298,"6M Size Plate with 6 holes in Salt White","Industrial,Controls","TM616 .12"
"6M Size Plate with 12 holes - Salt White","TM6261-1774",2298,"6M Size Plate with 12 holes in Salt White","Electrical,Components","TM626 .12"
"6M Size Plate with 4 holes + 2M Window - Salt White","TM4161-1775",2298,"6M Size Plate with 4 holes + 2M Window in Salt White","Industrial,Controls","TM416 .12"
"6M Size Plate with 8 holes + 2M Window - Salt White","TM4261-1776",2298,"6M Size Plate with 8 holes + 2M Window in Salt White","Residential,Switches","TM426 .12"
"6M Size Plate with 4 holes + 4M Window - Salt White","TM2261-1777",2298,"6M Size Plate with 4 holes + 4M Window in Salt White","Home Automation,Switches","TM226 .12"
"6M Size Plate with 2 holes + 2Mx2 window - Salt White","TM2161-1778",2298,"6M Size Plate with 2 holes + 2Mx2 window in Salt White","Electrical,Switches","TM216 .12"
"6M Size Plate with 6 holes + 3M Window - Salt White","TM3261-1779",2298,"6M Size Plate with 6 holes + 3M Window in Salt White","Hardware,Switches","TM326 .12"
"6M Size Plate with 6M Window - Salt White","TM3061-1780",1853,"6M Size Plate with 6M Window in Salt White","Home Automation,Switches","TM306 .12"
"8M Size Plate with 8 holes - Salt White","TM8181-1781",2510,"8M Size Plate with 8 holes in Salt White","Hardware,Switches","TM818 .12"
"8M Size Plate with 16 holes - Salt White","TM8281-1782",2510,"8M Size Plate with 16 holes in Salt White","Commercial,Electrical","TM828 .12"
"8M Size Plate with 6 holes + 2M Window - Salt White","TM6181-1783",2510,"8M Size Plate with 6 holes + 2M Window in Salt White","Building Materials,Electrical","TM618 .12"
"8M Size Plate with 4 holes + 4M Window - Salt White","TM4181-1784",2510,"8M Size Plate with 4 holes + 4M Window in Salt White","Electrical,Switches","TM418 .12"
"8M Size Plate with 8 holes + 4M Window - Salt White","TM4281-1785",2510,"8M Size Plate with 8 holes + 4M Window in Salt White","Electrical,Switches","TM428 .12"
"8M Size Plate with 4 holes + 6M Window - Salt White","TM2281-1786",2510,"8M Size Plate with 4 holes + 6M Window in Salt White","Electrical,Switches","TM228 .12"
"8M Size Plate with 5 holes + 3M Window - Salt White","TM5181-1787",2510,"8M Size Plate with 5 holes + 3M Window in Salt White","Electrical,Switches","TM518 .12"
"8M Size Plate with 10 holes + 3M Window - Salt White","TM5281-1788",2510,"8M Size Plate with 10 holes + 3M Window in Salt White","Home Automation,Switches","TM528 .12"
"8M Size Plate with 12 holes + 2M Window - Salt White","TM6281-1789",2510,"8M Size Plate with 12 holes + 2M Window in Salt White","Commercial,Electrical","TM628 .12"
"8M Size Plate with 8M Window - Salt White","TM3081-1790",2008,"8M Size Plate with 8M Window in Salt White","Commercial,Electrical","TM308 .12"
"1M Size Plate with 1 hole - Onyx White","TM1111-1791",1733,"1M Size Plate with 1 hole in Onyx White","Hardware,Switches","TM111 .13"
"1M Size Plate with 1M Window - Onyx White","TM3011-1792",1401,"1M Size Plate with 1M Window in Onyx White","Industrial,Controls","TM301 .13"
"2M Size Plate with 2 holes - Onyx White","TM2121-1793",1733,"2M Size Plate with 2 holes in Onyx White","Industrial,Controls","TM212 .13"
"2M Size Plate with 4 holes - Onyx White","TM2221-1794",1733,"2M Size Plate with 4 holes in Onyx White","Home Automation,Switches","TM222 .13"
"2M Size Plate with 1 hole + 1M Window - Onyx White","TM1121-1795",1733,"2M Size Plate with 1 hole + 1M Window in Onyx White","Home Automation,Switches","TM112 .13"
"2M Size Plate with 2 holes + 1M Window - Onyx White","TM1221-1796",1733,"2M Size Plate with 2 holes + 1M Window in Onyx White","Electrical,Switches","TM122 .13"
"2M Size Plate with 2M Window - Onyx White","TM3021-1797",1421,"2M Size Plate with 2M Window in Onyx White","Industrial,Controls","TM302 .13"
"3M Size Plate with 3 holes - Onyx White","TM3131-1798",1837,"3M Size Plate with 3 holes in Onyx White","Building Materials,Electrical","TM313 .13"
"3M Size Plate with 6 holes - Onyx White","TM3231-1799",1837,"3M Size Plate with 6 holes in Onyx White","Building Materials,Electrical","TM323 .13"
"3M Size Plate with 2 holes + 2M Window - Onyx White","TM1231-1800",1837,"3M Size Plate with 2 holes + 2M Window in Onyx White","Industrial,Controls","TM123 .13"
"3M Size Plate with 1 holes + 2M Window - Onyx White","TM1131-1801",1837,"3M Size Plate with 1 holes + 2M Window in Onyx White","Electrical,Components","TM113 .13"
"3M Size Plate with 3M Window - Onyx White","TM3031-1802",1505,"3M Size Plate with 3M Window in Onyx White","Hardware,Switches","TM303 .13"
"4M Size Plate with 4 holes - Onyx White","TM4141-1803",2079,"4M Size Plate with 4 holes in Onyx White","Residential,Switches","TM414 .13"
"4M Size Plate with 8 holes - Onyx White","TM4241-1804",2079,"4M Size Plate with 8 holes in Onyx White","Commercial,Electrical","TM424 .13"
"4M Size Plate with 2 holes + 2M Window - Onyx White","TM2141-1805",2079,"4M Size Plate with 2 holes + 2M Window in Onyx White","Home Automation,Switches","TM214 .13"
"4M Size Plate with 4 holes + 2M Window - Onyx White","TM2241-1806",2079,"4M Size Plate with 4 holes + 2M Window in Onyx White","Electrical,Components","TM224 .13"
"4M Size Plate with 2 holes + 3M Window - Onyx White","TM1241-1807",2079,"4M Size Plate with 2 holes + 3M Window in Onyx White","Hardware,Switches","TM124 .13"
"4M Size Plate with 4M Window - Onyx White","TM3041-1808",1691,"4M Size Plate with 4M Window in Onyx White","Electrical,Components","TM304 .13"
"6M Size Plate with 6 holes - Onyx White","TM6161-1809",2298,"6M Size Plate with 6 holes in Onyx White","Electrical,Switches","TM616 .13"
"6M Size Plate with 12 holes - Onyx White","TM6261-1810",2298,"6M Size Plate with 12 holes in Onyx White","Residential,Switches","TM626 .13"
"6M Size Plate with 4 holes + 2M Window - Onyx White","TM4161-1811",2298,"6M Size Plate with 4 holes + 2M Window in Onyx White","Building Materials,Electrical","TM416 .13"
"6M Size Plate with 8 holes + 2M Window - Onyx White","TM4261-1812",2298,"6M Size Plate with 8 holes + 2M Window in Onyx White","Residential,Switches","TM426 .13"
"6M Size Plate with 4 holes + 4M Window - Onyx White","TM2261-1813",2298,"6M Size Plate with 4 holes + 4M Window in Onyx White","Electrical,Components","TM226 .13"
"6M Size Plate with 2 holes + 2Mx2 window - Onyx White","TM2161-1814",2298,"6M Size Plate with 2 holes + 2Mx2 window in Onyx White","Industrial,Controls","TM216 .13"
"6M Size Plate with 6 holes + 3M Window - Onyx White","TM3261-1815",2298,"6M Size Plate with 6 holes + 3M Window in Onyx White","Electrical,Switches","TM326 .13"
"6M Size Plate with 6M Window - Onyx White","TM3061-1816",1853,"6M Size Plate with 6M Window in Onyx White","Industrial,Controls","TM306 .13"
"8M Size Plate with 8 holes - Onyx White","TM8181-1817",2510,"8M Size Plate with 8 holes in Onyx White","Electrical,Components","TM818 .13"
"8M Size Plate with 16 holes - Onyx White","TM8281-1818",2510,"8M Size Plate with 16 holes in Onyx White","Residential,Switches","TM828 .13"
"8M Size Plate with 6 holes + 2M Window - Onyx White","TM6181-1819",2510,"8M Size Plate with 6 holes + 2M Window in Onyx White","Hardware,Switches","TM618 .13"
"8M Size Plate with 4 holes + 4M Window - Onyx White","TM4181-1820",2510,"8M Size Plate with 4 holes + 4M Window in Onyx White","Electrical,Switches","TM418 .13"
"8M Size Plate with 8 holes + 4M Window - Onyx White","TM4281-1821",2510,"8M Size Plate with 8 holes + 4M Window in Onyx White","Building Materials,Electrical","TM428 .13"
"8M Size Plate with 4 holes + 6M Window - Onyx White","TM2281-1822",2510,"8M Size Plate with 4 holes + 6M Window in Onyx White","Hardware,Switches","TM228 .13"
"8M Size Plate with 5 holes + 3M Window - Onyx White","TM5181-1823",2510,"8M Size Plate with 5 holes + 3M Window in Onyx White","Home Automation,Switches","TM518 .13"
"8M Size Plate with 10 holes + 3M Window - Onyx White","TM5281-1824",2510,"8M Size Plate with 10 holes + 3M Window in Onyx White","Home Automation,Switches","TM528 .13"
"8M Size Plate with 12 holes + 2M Window - Onyx White","TM6281-1825",2510,"8M Size Plate with 12 holes + 2M Window in Onyx White","Residential,Switches","TM628 .13"
"8M Size Plate with 8M Window - Onyx White","TM3081-1826",2008,"8M Size Plate with 8M Window in Onyx White","Building Materials,Electrical","TM308 .13"
"1M Size Plate with 1 hole - Dark Mahogany","TW1110-1827",1712,"1M Size Plate with 1 hole in Dark Mahogany","Electrical,Switches","TW111 .06"
"1M Size Plate with 1M Window - Dark Mahogany","TW3010-1828",1382,"1M Size Plate with 1M Window in Dark Mahogany","Hardware,Switches","TW301 .06"
"2M Size Plate with 2 holes - Dark Mahogany","TW2120-1829",1712,"2M Size Plate with 2 holes in Dark Mahogany","Industrial,Controls","TW212 .06"
"2M Size Plate with 4 holes - Dark Mahogany","TW2220-1830",1712,"2M Size Plate with 4 holes in Dark Mahogany","Electrical,Components","TW222 .06"
"2M Size Plate with 1 hole + 1M Window - Dark Mahogany","TW1120-1831",1712,"2M Size Plate with 1 hole + 1M Window in Dark Mahogany","Electrical,Switches","TW112 .06"
"2M Size Plate with 2 holes + 1M Window - Dark Mahogany","TW1220-1832",1712,"2M Size Plate with 2 holes + 1M Window in Dark Mahogany","Commercial,Electrical","TW122 .06"
"2M Size Plate with 2M Window - Dark Mahogany","TW3020-1833",1403,"2M Size Plate with 2M Window in Dark Mahogany","Hardware,Switches","TW302 .06"
"3M Size Plate with 3 holes - Dark Mahogany","TW3130-1834",1814,"3M Size Plate with 3 holes in Dark Mahogany","Building Materials,Electrical","TW313 .06"
"3M Size Plate with 6 holes - Dark Mahogany","TW3230-1835",1814,"3M Size Plate with 6 holes in Dark Mahogany","Electrical,Components","TW323 .06"
"3M Size Plate with 2 holes + 2M Window - Dark Mahogany","TW1230-1836",1814,"3M Size Plate with 2 holes + 2M Window in Dark Mahogany","Electrical,Components","TW123 .06"
"3M Size Plate with 1 holes + 2M Window - Dark Mahogany","TW1130-1837",1814,"3M Size Plate with 1 holes + 2M Window in Dark Mahogany","Residential,Switches","TW113 .06"
"3M Size Plate with 3M Window - Dark Mahogany","TW3030-1838",1487,"3M Size Plate with 3M Window in Dark Mahogany","Hardware,Switches","TW303 .06"
"4M Size Plate with 4 holes - Dark Mahogany","TW4140-1839",2056,"4M Size Plate with 4 holes in Dark Mahogany","Home Automation,Switches","TW414 .06"
"4M Size Plate with 8 holes - Dark Mahogany","TW4240-1840",2056,"4M Size Plate with 8 holes in Dark Mahogany","Commercial,Electrical","TW424 .06"
"4M Size Plate with 2 holes + 2M Window - Dark Mahogany","TW2140-1841",2056,"4M Size Plate with 2 holes + 2M Window in Dark Mahogany","Industrial,Controls","TW214 .06"
"4M Size Plate with 4 holes + 2M Window - Dark Mahogany","TW2240-1842",2056,"4M Size Plate with 4 holes + 2M Window in Dark Mahogany","Electrical,Components","TW224 .06"
"4M Size Plate with 2 holes + 3M Window - Dark Mahogany","TW1240-1843",2056,"4M Size Plate with 2 holes + 3M Window in Dark Mahogany","Industrial,Controls","TW124 .06"
"4M Size Plate with 4M Window - Dark Mahogany","TW3040-1844",1672,"4M Size Plate with 4M Window in Dark Mahogany","Commercial,Electrical","TW304 .06"
"6M Size Plate with 6 holes - Dark Mahogany","TW6160-1845",2270,"6M Size Plate with 6 holes in Dark Mahogany","Electrical,Switches","TW616 .06"
"6M Size Plate with 12 holes - Dark Mahogany","TW6260-1846",2270,"6M Size Plate with 12 holes in Dark Mahogany","Electrical,Components","TW626 .06"
"6M Size Plate with 4 holes + 2M Window - Dark Mahogany","TW4160-1847",2270,"6M Size Plate with 4 holes + 2M Window in Dark Mahogany","Building Materials,Electrical","TW416 .06"
"6M Size Plate with 8 holes + 2M Window - Dark Mahogany","TW4260-1848",2270,"6M Size Plate with 8 holes + 2M Window in Dark Mahogany","Electrical,Components","TW426 .06"
"6M Size Plate with 4 holes + 4M Window - Dark Mahogany","TW2260-1849",2270,"6M Size Plate with 4 holes + 4M Window in Dark Mahogany","Hardware,Switches","TW226 .06"
"6M Size Plate with 2 holes + 2Mx2 window - Dark Mahogany","TW2160-1850",2270,"6M Size Plate with 2 holes + 2Mx2 window in Dark Mahogany","Residential,Switches","TW216 .06"
"6M Size Plate with 6 holes + 3M Window - Dark Mahogany","TW3260-1851",2270,"6M Size Plate with 6 holes + 3M Window in Dark Mahogany","Residential,Switches","TW326 .06"
"6M Size Plate with 6M Window - Dark Mahogany","TW3060-1852",1831,"6M Size Plate with 6M Window in Dark Mahogany","Hardware,Switches","TW306 .06"
"8M Size Plate with 8 holes - Dark Mahogany","TW8180-1853",2477,"8M Size Plate with 8 holes in Dark Mahogany","Residential,Switches","TW818 .06"
"8M Size Plate with 16 holes - Dark Mahogany","TW8280-1854",2477,"8M Size Plate with 16 holes in Dark Mahogany","Residential,Switches","TW828 .06"
"8M Size Plate with 6 holes + 2M Window - Dark Mahogany","TW6180-1855",2477,"8M Size Plate with 6 holes + 2M Window in Dark Mahogany","Residential,Switches","TW618 .06"
"8M Size Plate with 4 holes + 4M Window - Dark Mahogany","TW4180-1856",2477,"8M Size Plate with 4 holes + 4M Window in Dark Mahogany","Commercial,Electrical","TW418 .06"
"8M Size Plate with 8 holes + 4M Window - Dark Mahogany","TW4280-1857",2477,"8M Size Plate with 8 holes + 4M Window in Dark Mahogany","Electrical,Components","TW428 .06"
"8M Size Plate with 4 holes + 6M Window - Dark Mahogany","TW2280-1858",2477,"8M Size Plate with 4 holes + 6M Window in Dark Mahogany","Industrial,Controls","TW228 .06"
"8M Size Plate with 5 holes + 3M Window - Dark Mahogany","TW5180-1859",2477,"8M Size Plate with 5 holes + 3M Window in Dark Mahogany","Electrical,Switches","TW518 .06"
"8M Size Plate with 10 holes + 3M Window - Dark Mahogany","TW5280-1860",2477,"8M Size Plate with 10 holes + 3M Window in Dark Mahogany","Hardware,Switches","TW528 .06"
"8M Size Plate with 12 holes + 2M Window - Dark Mahogany","TW6280-1861",2477,"8M Size Plate with 12 holes + 2M Window in Dark Mahogany","Electrical,Components","TW628 .06"
"8M Size Plate with 8M Window - Dark Mahogany","TW3080-1862",1982,"8M Size Plate with 8M Window in Dark Mahogany","Electrical,Components","TW308 .06"
"1M Size Plate with 1 hole - Pinewood","TW1110-1863",1712,"1M Size Plate with 1 hole in Pinewood","Industrial,Controls","TW111 .07"
"1M Size Plate with 1M Window - Pinewood","TW3010-1864",1382,"1M Size Plate with 1M Window in Pinewood","Home Automation,Switches","TW301 .07"
"2M Size Plate with 2 holes - Pinewood","TW2120-1865",1712,"2M Size Plate with 2 holes in Pinewood","Building Materials,Electrical","TW212 .07"
"2M Size Plate with 4 holes - Pinewood","TW2220-1866",1712,"2M Size Plate with 4 holes in Pinewood","Home Automation,Switches","TW222 .07"
"2M Size Plate with 1 hole + 1M Window - Pinewood","TW1120-1867",1712,"2M Size Plate with 1 hole + 1M Window in Pinewood","Industrial,Controls","TW112 .07"
